frequency_cm_inverse,mode_1_psd_hartree2_fs,mode_2_psd_hartree2_fs,mode_3_psd_hartree2_fs,mode_4_psd_hartree2_fs,mode_5_psd_hartree2_fs,mode_6_psd_hartree2_fs,mode_7_psd_hartree2_fs,mode_8_psd_hartree2_fs,mode_9_psd_hartree2_fs,mode_10_psd_hartree2_fs,mode_11_psd_hartree2_fs,mode_12_psd_hartree2_fs,mode_13_psd_hartree2_fs,mode_14_psd_hartree2_fs,mode_15_psd_hartree2_fs,mode_16_psd_hartree2_fs,mode_17_psd_hartree2_fs,mode_18_psd_hartree2_fs
6369.565636949638,8.418577936182951e-10,6.351640313386767e-10,5.1851191863086936e-11,2.8344098794106724e-10,1.523588771720074e-10,2.774720838473341e-10,2.1899902159407956e-10,9.469332267751554e-11,3.788056591307561e-11,9.272261217661567e-11,1.6151299025776364e-10,9.86877825699375e-11,1.3811719638184616e-10,1.6038412455415724e-10,3.543761604863555e-11,3.5239627289431322e-12,9.556892074616767e-12,1.001084349741079e-11
6704.805933631199,3.9393510521857255e-10,3.871652956573833e-10,6.516768891771997e-11,2.44220068959196e-10,6.221886211672937e-11,2.2721245714778965e-10,1.6839910869954526e-10,1.1294675030565486e-10,2.4735683015159796e-11,8.666790452249326e-11,1.0318047900849111e-10,9.15561436875847e-11,1.5013729192861604e-10,3.63864064854005e-11,8.76123355024052e-11,6.01421367019486e-12,1.0323682269411823e-11,1.1211460010864189e-11
7040.046230312759,4.1330272659290377e-10,4.0282698679401284e-10,4.403151028321953e-11,2.965489026865188e-10,3.830134425006143e-11,1.4669189801248808e-10,1.5469286392696508e-10,8.870435766361198e-11,2.6376403238929267e-11,4.0065491689312893e-11,5.0457114920536256e-11,4.4403652019459454e-11,6.327931783900057e-11,2.4726591629187664e-11,4.2040934115928866e-11,3.37401365025028e-12,9.723606730186521e-12,6.199582306291627e-12
7375.286526994319,2.4474607155214773e-10,1.9186024305608692e-10,1.8524541560667622e-11,1.419640711211837e-10,1.8681011415297128e-11,4.049543517682368e-11,5.217423014785163e-11,3.877941479988695e-11,2.0996627606680676e-11,2.203372036802714e-11,2.9927456407197356e-11,2.5087412680383867e-11,2.999758892528019e-11,1.8615249801063118e-11,8.343072822494127e-12,9.685253770861956e-13,3.742450793690282e-12,2.726731298648814e-12
7710.526823675878,1.7684885189976688e-10,1.4170326946907255e-10,2.646977434341619e-11,1.1968826098611732e-10,1.4820012204935884e-11,3.1888423066712116e-11,6.067101310901796e-11,2.7406709229600577e-11,2.5092200357143706e-11,2.8225581909187894e-11,3.214584347927735e-11,2.2194183091635712e-11,3.1508330460482466e-11,1.906827547326491e-11,5.739280778657936e-12,1.2856319130203684e-12,4.8141604160465155e-12,3.2388210042698985e-12
8045.767120357438,1.8811014166020046e-10,1.4156749986294492e-10,3.486468267257667e-11,1.1948109767507718e-10,1.3191810197599349e-11,1.6261980179372565e-11,6.09462182715843e-11,1.928203915269157e-11,1.705222111188593e-11,2.5105319541657782e-11,1.3995289916761684e-11,8.776988159150966e-12,1.425463267151499e-11,1.2499828080725391e-11,3.232629345489983e-12,5.91008227860537e-13,2.698303303299175e-12,1.8238897917550737e-12
8381.007417038998,1.5174274525565437e-10,1.0899674939019827e-10,3.7743006554517636e-11,8.804704604977489e-11,1.1835098722683582e-11,1.5091375405759635e-11,6.606392103347102e-11,1.84468596647746e-11,1.5490724592058922e-11,2.732421739078374e-11,1.2505487648732629e-11,9.178948786648148e-12,1.7915467686379333e-11,1.1723831498505824e-11,2.5378196229999144e-12,8.431636817212399e-13,1.9877406142954704e-12,1.4087726301262624e-12
8716.247713720559,6.95333696072673e-11,4.447986439197861e-11,1.464971232743957e-11,4.353393432770054e-11,8.591381975007149e-12,1.2026170358154156e-11,2.2639144886110206e-11,8.144566420351402e-12,9.026183271727814e-12,8.828050858815392e-12,7.643453117372113e-12,5.145942564353319e-12,9.871644088120137e-12,7.180142012691623e-12,1.729447057955725e-12,1.5221905737743563e-13,1.354040366784301e-12,1.123646745650963e-12
9051.48801040212,4.250413727323528e-11,3.670066001122866e-11,6.140949487986061e-12,2.1881572720288607e-11,5.916142488253824e-12,1.2086818394974336e-11,1.1301322373046598e-11,8.318032863003238e-12,6.958887590457059e-12,4.7014334544485346e-12,4.992845903915116e-12,4.309321910857727e-12,6.586931945559519e-12,6.886076403051922e-12,1.431993899732706e-12,2.8554367379561404e-13,1.0345981041275997e-12,7.910769194977663e-13
9386.728307083678,1.231118934840567e-10,1.000813306793262e-10,1.5785215754716956e-11,5.941562961750623e-11,8.332268892571417e-12,2.2697657041020712e-11,3.710823953222781e-11,1.7730460585559615e-11,8.370026650478015e-12,1.1107262495012434e-11,1.4169569262054222e-11,9.19078283429207e-12,8.193907023288898e-12,8.82839147969302e-12,2.5538947193071322e-12,3.5142038153291773e-13,1.466946489514494e-12,1.2939384359024127e-12
9721.968603765237,1.6659067724832938e-10,1.277159476097746e-10,1.9015908522296637e-11,7.998055593462957e-11,8.678372401229304e-12,1.6569389940624773e-11,5.095820049924978e-11,1.6852135205494315e-11,8.84993540365696e-12,1.8178042397905003e-11,2.039975592785789e-11,1.1182388235295988e-11,1.0027487596304613e-11,8.003413153003831e-12,1.8824937665639494e-12,2.2694073424384402e-13,1.5546409749076574e-12,1.1280255922400717e-12
10057.2089004468,8.298789964850564e-11,5.878654453965459e-11,1.0062968527354388e-11,3.495746022571257e-11,5.06728055786467e-12,5.019327106995062e-12,2.6297367758144727e-11,8.113029206818888e-12,7.047435461579975e-12,8.214572369036749e-12,6.68286264672034e-12,5.434164395257047e-12,6.3920141637088945e-12,4.2085438757186644e-12,1.2890745592269979e-12,1.8540742777561706e-13,7.743416572191575e-13,6.118663477411035e-13
10392.449197128359,5.943540623635148e-11,4.9549328662115816e-11,7.845273251066052e-12,2.9377081847841886e-11,4.8801276269705e-12,5.902832320540483e-12,2.1617407257352485e-11,5.060838850067289e-12,4.3461964598141544e-12,4.658774135281326e-12,4.634315374107849e-12,3.817531631119025e-12,6.822676343984577e-12,4.089510402864698e-12,1.0681837854813366e-12,3.3407424605789736e-13,5.836981719297277e-13,5.160906729086873e-13
